Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,synthetic_rows,cascade_layers,n_estimators,train_time
0.83925,0.36424698926917554,0.5449194316637689,0.36771949013927013,0.7893149638025835,4,interpolation,deepforest_kmeans_smote_margin,0.5,4000,21596,3,80,7.2013258934021
0.708375,0.29952063511600796,0.365396548335686,0.3217494311941078,0.6581181845228494,4,interpolation,deepforest_kmeans_smote_full,1.0,8000,21596,3,80,7.2013258934021
0.9522058823529411,0.3333333333333333,0.0,0.325172630257376,0.9288938739337542,4,extrapolation,deepforest_kmeans_smote_margin,0.01,272,21596,3,80,7.2013258934021
0.9650735294117647,0.5714285714285714,0.8007822812703428,0.5651838121717639,0.9479328513147613,4,extrapolation,deepforest_kmeans_smote_margin,0.02,544,21596,3,80,7.2013258934021
0.9644607843137255,0.5673469387755102,0.8422422699078224,0.5591722587503979,0.9476948562522131,4,extrapolation,deepforest_kmeans_smote_margin,0.03,816,21596,3,80,7.2013258934021
0.9551470588235295,0.4352758352758353,0.7981172517651296,0.42508362037143976,0.9354479273111213,4,extrapolation,deepforest_kmeans_smote_margin,0.05,1360,21596,3,80,7.2013258934021
0.9402573529411765,0.3793564618644068,0.7767657642361976,0.3435247390833012,0.9171390771465725,4,extrapolation,deepforest_kmeans_smote_margin,0.08,2176,21596,3,80,7.2013258934021
0.9382352941176471,0.32732244768547875,0.7742371090161367,0.3250479501481486,0.9150437879596212,4,extrapolation,deepforest_kmeans_smote_margin,0.1,2720,21596,3,80,7.2013258934021
0.9181985294117647,0.27334544616346607,0.7104407549106956,0.2796206724054225,0.8876540385143504,4,extrapolation,deepforest_kmeans_smote_margin,0.2,5440,21596,3,80,7.2013258934021
0.910906862745098,0.27948439201375036,0.7015740977919285,0.28774053889835455,0.8780364944108019,4,extrapolation,deepforest_kmeans_smote_margin,0.3,8160,21596,3,80,7.2013258934021
0.9017463235294118,0.24931093722384626,0.6920173350445143,0.2574877807721215,0.8679624419393352,4,extrapolation,deepforest_kmeans_smote_margin,0.4,10880,21596,3,80,7.2013258934021
0.8852205882352941,0.23900306730822052,0.6781824364371651,0.2475180116207033,0.8499520421097452,4,extrapolation,deepforest_kmeans_smote_margin,0.5,13600,21596,3,80,7.2013258934021
0.6908455882352941,0.224388248890106,0.4605148082638929,0.20347705692630969,0.6251184743237407,4,extrapolation,deepforest_kmeans_smote_full,1.0,27200,21596,3,80,7.2013258934021
0.975,0.6666666666666666,0.7685398109708708,0.662280701754386,0.9626644736842105,5,interpolation,deepforest_kmeans_smote_margin,0.01,80,21596,3,80,6.898103713989258
0.95,0.575,0.6117585583286782,0.6322663723325974,0.9305233627667404,5,interpolation,deepforest_kmeans_smote_margin,0.02,160,21596,3,80,6.898103713989258
0.9583333333333334,0.5808823529411764,0.7610312275023374,0.6367913000977518,0.9450075350276964,5,interpolation,deepforest_kmeans_smote_margin,0.03,240,21596,3,80,6.898103713989258
0.95,0.5808823529411764,0.6447484039072013,0.6358064516129033,0.9298870967741937,5,interpolation,deepforest_kmeans_smote_margin,0.05,400,21596,3,80,6.898103713989258
