Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,epochs,hidden,heads,knn,train_time
0.9240196078431373,0.28914908336215844,0.8619540090001598,0.2871252261928953,0.8953875401274782,2,extrapolation,resgat_margin,0.03,816,80,96,4,4,1.5132522583007812
0.7705882352941177,0.3510037031991684,0.6665825180369972,0.3366740384702272,0.692251304852298,2,extrapolation,resgat_margin,0.05,1360,80,96,4,4,1.5132522583007812
0.7647058823529411,0.40399967942934883,0.6611297371662612,0.4035943106219604,0.6998477378311747,2,extrapolation,resgat_margin,0.08,2176,80,96,4,4,1.5132522583007812
0.7610294117647058,0.360813084735348,0.6548302689739508,0.3569544052482099,0.6982117962158513,2,extrapolation,resgat_margin,0.1,2720,80,96,4,4,1.5132522583007812
0.7325367647058824,0.3162362736333852,0.6058248122481165,0.30818315538499086,0.6633778333217147,2,extrapolation,resgat_margin,0.2,5440,80,96,4,4,1.5132522583007812
0.7215686274509804,0.30472381767591933,0.5846268870636693,0.2886438423437714,0.6655265686208303,2,extrapolation,resgat_margin,0.3,8160,80,96,4,4,1.5132522583007812
0.6887867647058824,0.2679484888014638,0.5427629009214107,0.24960668278553877,0.6398040354131823,2,extrapolation,resgat_margin,0.4,10880,80,96,4,4,1.5132522583007812
0.6557352941176471,0.25538561601119747,0.5004699887041272,0.22981465382883315,0.6125882431289956,2,extrapolation,resgat_margin,0.5,13600,80,96,4,4,1.5132522583007812
0.5443014705882353,0.2340512799382739,0.35739377250278426,0.17414778628322622,0.5301839704650692,2,extrapolation,resgat_full,1.0,27200,80,96,4,4,1.5132522583007812
0.9625,0.9360690235690236,0.9217274696827421,0.7096122515477354,0.9685483870967742,3,interpolation,resgat_margin,0.01,80,80,96,4,4,1.5049753189086914
0.975,0.7744224609006972,0.9550089140223085,0.7082518693427784,0.9729444116489571,3,interpolation,resgat_margin,0.02,160,80,96,4,4,1.5049753189086914
0.975,0.7764263124604681,0.9545493735617011,0.7083640479134365,0.9695586837106963,3,interpolation,resgat_margin,0.03,240,80,96,4,4,1.5049753189086914
0.97,0.648915898915899,0.9451534113975827,0.556724776510137,0.9615657119695371,3,interpolation,resgat_margin,0.05,400,80,96,4,4,1.5049753189086914
0.959375,0.5265273500778113,0.9222544928454938,0.5038293243601358,0.9487492257843844,3,interpolation,resgat_margin,0.08,640,80,96,4,4,1.5049753189086914
