Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows
0.899264705882353,0.1458647780486861,0.4907237833931536,0.15137316629853945,0.8607269844978361,9,extrapolation,pdsmvknn_margin,0.1,2720
0.8742647058823529,0.1398189398926726,0.45022031423118286,0.14397013918557325,0.8272993030801239,9,extrapolation,pdsmvknn_margin,0.2,5440
0.8512254901960784,0.13763005385519464,0.43286161434568166,0.13906412352763972,0.7972384622725336,9,extrapolation,pdsmvknn_margin,0.3,8160
0.8255514705882353,0.13744838357688438,0.41938640855344317,0.13521081176160182,0.7636827446554242,9,extrapolation,pdsmvknn_margin,0.4,10880
0.7952941176470588,0.13757416380446894,0.4060907494826007,0.13101995825180537,0.7248379006775303,9,extrapolation,pdsmvknn_margin,0.5,13600
0.6222426470588235,0.12683753881336968,0.3203321079269101,0.11472575508049332,0.53813831981999,9,extrapolation,pdsmvknn_full,1.0,27200
0.9875,0.5,0.0,0.4968553459119497,0.9812893081761006,42,interpolation,pdsmvknn_margin,0.01,80
0.96875,0.3333333333333333,0.0,0.328042328042328,0.9533730158730158,42,interpolation,pdsmvknn_margin,0.02,160
0.9625,0.2,0.0,0.1961783439490446,0.9441082802547771,42,interpolation,pdsmvknn_margin,0.03,240
0.9125,0.16666666666666666,0.0,0.15904139433551198,0.8707516339869281,42,interpolation,pdsmvknn_margin,0.05,400
0.8890625,0.16666666666666666,0.0,0.15687896333057624,0.8368512200165427,42,interpolation,pdsmvknn_margin,0.08,640
0.86625,0.14285714285714285,0.0,0.13261888814467515,0.804167782987274,42,interpolation,pdsmvknn_margin,0.1,800
0.82625,0.125,0.0,0.11310746064339494,0.7476403148528405,42,interpolation,pdsmvknn_margin,0.2,1600
0.8029166666666666,0.12493516597510373,-0.008125021271408467,0.11133579847469378,0.715518064864032,42,interpolation,pdsmvknn_margin,0.3,2400
0.7890625,0.12698409568268512,0.050110006809082015,0.11426300427930657,0.697235010385143,42,interpolation,pdsmvknn_margin,0.4,3200
0.77175,0.12853146318567155,0.0673865988487857,0.11590816631916401,0.6744600822741371,42,interpolation,pdsmvknn_margin,0.5,4000
0.670875,0.15326910502132296,0.22440350049735144,0.1486074596165577,0.5714365623876003,42,interpolation,pdsmvknn_full,1.0,8000
0.9485294117647058,0.25,0.0,0.24339622641509434,0.9234739178690344,42,extrapolation,pdsmvknn_margin,0.01,272
0.9393382352941176,0.16666666666666666,0.0,0.16145339652448656,0.9099560914413158,42,extrapolation,pdsmvknn_margin,0.02,544
0.9436274509803921,0.16666666666666666,0.0,0.16183270281630938,0.9162586850629281,42,extrapolation,pdsmvknn_margin,0.03,816
0.9205882352941176,0.14285714285714285,0.0,0.13695033909429008,0.8825240969282048,42,extrapolation,pdsmvknn_margin,0.05,1360
0.9163602941176471,0.125,0.0,0.11954436450839329,0.8763656721681478,42,extrapolation,pdsmvknn_margin,0.08,2176
0.9099264705882353,0.125,0.0,0.11910490856592877,0.8670136726490403,42,extrapolation,pdsmvknn_margin,0.1,2720
0.8994485294117647,0.1111111111111111,0.0,0.10522920094196588,0.8518342503458366,42,extrapolation,pdsmvknn_margin,0.2,5440
0.8781862745098039,0.1111111111111111,0.0,0.10390476604752998,0.8212296545918379,42,extrapolation,pdsmvknn_margin,0.3,8160
0.8513786764705882,0.1,0.0,0.09197239735888399,0.7830333793523366,42,extrapolation,pdsmvknn_margin,0.4,10880
0.8197058823529412,0.09090909090909091,0.0,0.08190193514260105,0.7384904781372708,42,extrapolation,pdsmvknn_margin,0.5,13600
0.5817279411764706,0.09664763763610727,0.1665042961642636,0.08491244136228444,0.4587716817269621,42,extrapolation,pdsmvknn_full,1.0,27200
