Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows
0.934313725490196,0.3994599080818379,0.6295247711521966,0.4034050037365199,0.907787954997562,3,extrapolation,Random forest,0.3,8160
0.9078125,0.3034431554805466,0.6242135832458144,0.2768163964899854,0.8741034948353876,3,extrapolation,Random forest,0.4,10880
0.8841911764705882,0.2758719441400918,0.6438695743868431,0.2371419972763805,0.8464964105774467,3,extrapolation,Random forest,0.5,13600
0.9742647058823528,0.75,0.8593419611316978,0.7464646464646465,0.9615790255496136,4,extrapolation,Random forest,0.01,272
0.9742647058823528,0.6,0.8386782864112663,0.5909561637667642,0.9615815740633886,4,extrapolation,Random forest,0.02,544
0.9779411764705882,0.5888888888888889,0.8310626601674033,0.5816895429460874,0.9676768507034906,4,extrapolation,Random forest,0.03,816
0.976470588235294,0.4228571428571429,0.7925147633337617,0.4135391296692978,0.9652896470657278,4,extrapolation,Random forest,0.05,1360
0.9770220588235294,0.4169213139801375,0.7699074421772185,0.4078348759117287,0.9664639300820964,4,extrapolation,Random forest,0.08,2176
0.9738970588235294,0.3523391812865497,0.7473826884183219,0.3515432824128476,0.9626640976014378,4,extrapolation,Random forest,0.1,2720
0.9556985294117648,0.2787270574202706,0.6990402295962883,0.2706357362077668,0.9372358601205308,4,extrapolation,Random forest,0.2,5440
0.9334558823529412,0.2529102452872172,0.6778152739544627,0.2527464211907552,0.9060513017326136,4,extrapolation,Random forest,0.3,8160
0.9050551470588236,0.2663333503495638,0.6764803146077474,0.2653596789652947,0.8685981762405669,4,extrapolation,Random forest,0.4,10880
0.8902205882352942,0.2665360192144908,0.6953884190953739,0.2671575836699457,0.8499118965248628,4,extrapolation,Random forest,0.5,13600
0.9852941176470588,0.5,0.7706581278151008,0.4981060606060606,0.97799688057041,5,extrapolation,Random forest,0.01,272
0.9834558823529412,0.6,0.8039283477490435,0.5982775119617225,0.9752550661412892,5,extrapolation,Random forest,0.02,544
0.9865196078431372,0.5,0.8061658237140804,0.4988389275913025,0.9798263668988813,5,extrapolation,Random forest,0.03,816
0.986764705882353,0.5,0.7962954631867513,0.5544183303849718,0.9806824094307928,5,extrapolation,Random forest,0.05,1360
0.9816176470588236,0.4178338001867413,0.7530161653521661,0.4615457033620155,0.9737481579453608,5,extrapolation,Random forest,0.08,2176
0.9790441176470588,0.3512087310280081,0.769484082866325,0.3887685527767597,0.9700074120637336,5,extrapolation,Random forest,0.1,2720
0.9604779411764706,0.3271557938312074,0.6978823164816854,0.3218141781426938,0.9448884547446932,5,extrapolation,Random forest,0.2,5440
0.9310049019607844,0.3105753864184297,0.6563262539286743,0.270553097979256,0.9050358157041288,5,extrapolation,Random forest,0.3,8160
0.908639705882353,0.3168714334884253,0.6626357655810815,0.2579697488994286,0.8772711764404953,5,extrapolation,Random forest,0.4,10880
0.8911029411764706,0.287475131251727,0.6736239697091574,0.2369545203494591,0.8546616262251054,5,extrapolation,Random forest,0.5,13600
0.9889705882352942,0.75,0.8632547860997467,0.748565965583174,0.9834875154650772,6,extrapolation,Random forest,0.01,272
0.9871323529411764,0.7361111111111112,0.8992520978784224,0.7411397728865835,0.981635583575923,6,extrapolation,Random forest,0.02,544
0.9791666666666666,0.4956140350877193,0.8677626518388237,0.4938409854423293,0.9694670421360034,6,extrapolation,Random forest,0.03,816
0.9808823529411764,0.4962121212121212,0.8453400423227326,0.4928170772449931,0.9717864191095016,6,extrapolation,Random forest,0.05,1360
0.9774816176470588,0.4888888888888889,0.791127821816313,0.4890496191704791,0.9670317277398628,6,extrapolation,Random forest,0.08,2176
0.9753676470588236,0.479795918367347,0.7568688393057726,0.4810349952875776,0.9642911206404512,6,extrapolation,Random forest,0.1,2720
0.9625,0.2974887488070992,0.6522125660009065,0.3030180949910602,0.9467565327551628,6,extrapolation,Random forest,0.2,5440
0.945343137254902,0.3684949225545649,0.6794308824690716,0.33784068564148,0.9232750079359,6,extrapolation,Random forest,0.3,8160
0.9185661764705882,0.2885967615582833,0.6742441940821535,0.2482471869324722,0.8876704564767322,6,extrapolation,Random forest,0.4,10880
0.8934558823529412,0.2762072651649043,0.6770478494247749,0.2194708162738158,0.856401555331106,6,extrapolation,Random forest,0.5,13600
0.9963235294117648,0.75,0.9717035883322304,0.7495069033530573,0.9944889198282864,7,extrapolation,Random forest,0.01,272
0.9816176470588236,0.6,0.9035436611994664,0.5953482362062281,0.9725153063551302,7,extrapolation,Random forest,0.02,544
0.9742647058823528,0.4285714285714285,0.8457033500576385,0.4248088360237892,0.961568633400684,7,extrapolation,Random forest,0.03,816
0.9720588235294118,0.4244897959183674,0.8147432955725398,0.4171107472497458,0.9587062424822036,7,extrapolation,Random forest,0.05,1360
0.9751838235294118,0.4142228319899388,0.7924620848294969,0.4125796455555169,0.9640866685603072,7,extrapolation,Random forest,0.08,2176
0.9731617647058824,0.4062798161158817,0.763254925817351,0.4064779064779065,0.9615679735165032,7,extrapolation,Random forest,0.1,2720
0.9637867647058824,0.3380219320601076,0.6871111135024213,0.3450913681771327,0.9487715416487084,7,extrapolation,Random forest,0.2,5440
