Accuracy,Balanced Accuracy,MCC,F1_macro,F1_weighted,seed,split,method,coverage,kept_rows,n_features,train_time
0.9875,0.5,0.5755318386280929,0.4984177215189873,0.9812895569620252,7,interpolation,integrated_logging_features_margin,0.02,160,75,4.26113486289978
0.9875,0.6875,0.8492324187967847,0.712658816237992,0.9830763867369072,7,interpolation,integrated_logging_features_margin,0.03,240,75,4.26113486289978
0.9775,0.788888888888889,0.8706903954217474,0.7918233339847567,0.9676027946062143,7,interpolation,integrated_logging_features_margin,0.05,400,75,4.26113486289978
0.965625,0.6590909090909091,0.8714497547652965,0.6577463761319703,0.950285418685716,7,interpolation,integrated_logging_features_margin,0.08,640,75,4.26113486289978
0.96375,0.6597222222222222,0.8658507510833867,0.6580169582155679,0.9472108509663127,7,interpolation,integrated_logging_features_margin,0.1,800,75,4.26113486289978
0.9575,0.5614245698279312,0.8593300018298512,0.5607798383029712,0.9382673558636714,7,interpolation,integrated_logging_features_margin,0.2,1600,75,4.26113486289978
0.9395833333333332,0.534545432016158,0.8255365286753268,0.5449878624582296,0.9162251854661536,7,interpolation,integrated_logging_features_margin,0.3,2400,75,4.26113486289978
0.9103125,0.5967413488694274,0.7815617773265379,0.5908657422399796,0.8772347900684703,7,interpolation,integrated_logging_features_margin,0.4,3200,75,4.26113486289978
0.85725,0.5836587724236709,0.6920356299854208,0.576708483813407,0.8145744234702357,7,interpolation,integrated_logging_features_margin,0.5,4000,75,4.26113486289978
0.671875,0.4351663778390172,0.4633551996424994,0.4420003993675448,0.6555546089400225,7,interpolation,integrated_logging_features_full,1.0,8000,75,4.26113486289978
0.9852941176470588,0.6666666666666666,0.7938852332024111,0.6641318124207859,0.9779970923730708,7,extrapolation,integrated_logging_features_margin,0.01,272,75,4.26113486289978
0.9852941176470588,0.6,0.8405635333302534,0.5984615384615385,0.977997737556561,7,extrapolation,integrated_logging_features_margin,0.02,544,75,4.26113486289978
0.9816176470588236,0.6,0.8342386783233909,0.5980582524271845,0.9725157053112508,7,extrapolation,integrated_logging_features_margin,0.03,816,75,4.26113486289978
0.9705882352941176,0.5,0.7767040836086546,0.4945401493930905,0.9561036723512936,7,extrapolation,integrated_logging_features_margin,0.05,1360,75,4.26113486289978
0.9696691176470588,0.5714285714285714,0.7948687639024283,0.5641250708583808,0.954739692041744,7,extrapolation,integrated_logging_features_margin,0.08,2176,75,4.26113486289978
0.9709558823529412,0.5661375661375662,0.8073202685408507,0.5608744082428293,0.9568316010614772,7,extrapolation,integrated_logging_features_margin,0.1,2720,75,4.26113486289978
0.9566176470588236,0.4307365585118917,0.7623870554594562,0.4234503497642072,0.9369648934101495,7,extrapolation,integrated_logging_features_margin,0.2,5440,75,4.26113486289978
0.9375,0.3876761928800427,0.7444982450864801,0.3599678423460361,0.9107544138627598,7,extrapolation,integrated_logging_features_margin,0.3,8160,75,4.26113486289978
0.9251838235294118,0.3412856549545351,0.7518622319415512,0.3145538741708125,0.8960115630507636,7,extrapolation,integrated_logging_features_margin,0.4,10880,75,4.26113486289978
0.8978676470588235,0.3267864572885404,0.7195040106150773,0.2903463733384814,0.8634329087213841,7,extrapolation,integrated_logging_features_margin,0.5,13600,75,4.26113486289978
0.7099264705882353,0.2547292230692529,0.5096275053804125,0.2247272524969735,0.6623040214333822,7,extrapolation,integrated_logging_features_full,1.0,27200,75,4.26113486289978
1.0,1.0,0.0,1.0,1.0,8,interpolation,integrated_logging_features_margin,0.01,80,75,4.775450944900513
0.99375,0.5,0.0,0.4984326018808777,0.9906347962382444,8,interpolation,integrated_logging_features_margin,0.02,160,75,4.775450944900513
0.9958333333333332,0.5,0.0,0.4989561586638831,0.9937543493389004,8,interpolation,integrated_logging_features_margin,0.03,240,75,4.775450944900513
0.9925,0.6666666666666666,0.7057696729346317,0.6654024441635061,0.9887642225031604,8,interpolation,integrated_logging_features_margin,0.05,400,75,4.775450944900513
0.990625,0.4,0.8495386920486314,0.3990338164251207,0.985960144927536,8,interpolation,integrated_logging_features_margin,0.08,640,75,4.775450944900513
0.9925,0.4,0.9015007754023764,0.3992207792207792,0.9887646103896104,8,interpolation,integrated_logging_features_margin,0.1,800,75,4.775450944900513
